Codigo interno,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos (Frases P),Source_File,Exclamación,Corrosión,Peligro para la salud,Calavera,Llama,Ambiente,Llama sobre círculo,Bomba explotando,Cilindro de gas
IFF-QB00291,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
VAR-QB00066,COLOR VIOLETA MARTACYL S4BN 215% S/P, - , - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00085,CLASSIC FLORAL 535 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,,,,
VAR-QB00145,TWEN 80 S/P,9005-64-5,No Aplicable,01 800 00 21400  / 01 (55) 55 59 15 88,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
,KIWI 094 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,,,,
IFF-QB00283,VAINILLA CITRICO S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,,,,
VAR-QB00047,COLOR AMARILLO BASICO PARA CLORO S/P, - , - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00002,CHERRY BERRY,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00226,BLUE MOMENT 759,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00140,DRIZZLE 691 S/P,Mezcla,PELIGRO,1 800 002 1400,"H227, H304, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P331,  P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
LUB-QB00003,ALGAPUR HSHO S/P,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
,CHEMONIC OE-20,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
,WONDERFUL LADY 195 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
VAR-QB00109,LESS QB,No Aplicable,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves. Provoca irritación cutánea.,"Llevar guantes de protección. Llevar gafas o máscara de protección. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ",Warehouse1,,X,,,,,,,
IFF-QB00255,MINT BOSS 64,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00218,ARGAN MANDARINA SOFT 195,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00266,ROSETA 70,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
,COLOR CAFÉ ACIDO 14 S/P, - , - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00195,TH NINA 245 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00176,AMOR CON J 496 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00181,BUENA NINA 979 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00183,CANAL AZUL 921 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00245,GLAMOUR 50,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00015,GINGER ESSENCE 357 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
VAR-QB00084,EXTRACTO DE CNS REDUCEL S/P, - , - , - , - , - ,Warehouse1,,,,,,,,,
VAR-QB00046,COLOR AMARILLO AL ACEITE, - , - , - , - , - ,Warehouse1,,,,,,,,,
VAR-QB00059,COLOR ROJO AL ACEITE, - , - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00259,PASION FLORAL 821 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
,COLOR NEGRO BRAXIME NNX S/P, - , - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00220,BAMBOO SENSE 2150 S/P,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
ASH-QB00009,CONDITIONIZE 37E,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,Warehouse1,,,,,,,,,
IFF-QB00193,SOY TU HOMBRE,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00188,HOMBRE MILLON ,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00027,NEVERLAND 700,,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00017,JAZMIN GREEN 263,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313 , P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
,OILKEMIA 55 S/P, - , - , - , - , - ,Warehouse1,,,,,,,,,
VAR-QB00089,EXTRACTO DE SEMILLA DE TORONJA (GRADO ACUOSO INGERIBLE), - , - , - , - , - ,Warehouse1,,,,,,,,,
,JASMIN STRAWBERRY,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00006,CITRUS SPARKLE 831 S/P,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302+P352, P305+P351+P338, P333+P313, P337+P313, P362+P364, P391, P501",Warehouse1,X,,,,,X,,,
,CITRUS HERBAL 615 S/P,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302+P352, P305+P351+P338, P333+P313, P337+P313, P362+P364, P391, P501",Warehouse1,X,,,,,X,,,
,PURPLE SKY 990 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352,  P305 + P351 + P338, P312,  P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,,,,X,,,
VAR-QB00061,COLOR ROJO NO. 6 GEL, - , - , - , - , - ,Warehouse1,,,,,,,,,
ASH-QB00036,P.V.P. K 30, - , - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00203,SPARK FRESH 317,,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
IFF-QB00202,LUXEL 149,,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,,,,
VAR-QB00045,COLOR AMARILLO AL ACEITE SOLVENTE S/P, - , - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00277,SUN FLOWERS 1322 S/P, - , - , -  , - , - ,Warehouse1,X,,,,,,,,
IFF-QB00271,SMOOTH BABY 1566 S/P, - , - , -  , - , - ,Warehouse1,X,,,,,,,,
IFF-QB00274,SPARKLING CITRUS 355,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00278,SUNSHINE FLOWERS 324,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
,MAX ELEGANCY 9021,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00127,BABY HYPO 168,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00132,CHAMP DE LAVAND 897,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00135,COCONUT AND ALOE 813 S/P,Mezcla,ATENCION,01 800 002 1400,"H227, H303, H315, H317, H361, H400, H411"," P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P312, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501.",Warehouse1,X,,X,,,X,,,
VAR-QB00050,COLOR AZUL AL ACEITE (ACEITE MOPS), - , - , - , - , - ,Warehouse1,,,,,,,,,
KAO-QB00059,KAOSOFT HW TAMBOR,No Aplicable,PELIGRO,+34 93 739 9445,Líquido y vapores muy inflamables.,"Usar guantes de protección: > 8 horas (tiempo de saturación): caucho butílico ,
neopreno. Usar protección para los ojos o la cara: Recomendado: lentes antisalpicaduras. Mantener alejado del calor, superficies calientes, chispas, llamas abiertas y otras fuentes de ignición. No fumar. Todos los equipos eléctricos, de ventilación, de iluminación y para la manipulación de materiales deben ser antideflagrantes. No utilizar herramientas que produzcan chispas. Tomar medidas de precaución contra las descargas electrostáticas. Mantener el recipiente herméticamente cerrado. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente toda la ropa contaminada. Lavar la piel con agua o tomar una ducha. Almacenar en un lugar bien ventilado. Mantener fresco. Eliminar el contenido y recipiente conforme a todas las  glamentaciones locales, regionales, nacionales e internacionales.",Warehouse1,,,,,X,,,,
,COLOR CAFÉ 95, - , - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00196,VICTORY 225,,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302+P352, P305+P351+P338, P333+P313, P337+P313, P362+P364, P391, P501",Warehouse1,X,,,,,X,,,
VAR-QB00115,MIT QB(CONSERVADOR LIBRE DE FORMOL) S/P,Mezcla,ATENCION,01 800 002 1400,,,Warehouse1,,,,,,,,,
IFF-QB00187,GHOST 081,,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302+P352, P305+P351+P338, P333+P313, P337+P313, P362+P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00150,JUNGLE MELON 836,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00112,SUMMER SUNSET 066,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00149,JUICY FRESH CITRUS 120,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00231,POTPURRI FRUIT 755,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00270,SIMPLE POSSION 383,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00248,GREEN WATER 8225,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
VAR-QB00058,"COLOR ROJO ACIDO 52 (ROSA) (LIMPIADORES, QUITA SARRO)", - , - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00179,BLACK FLORAL 842,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00121,WATERY TIMBRE 939 S/P,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,
H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313,  337 + P313,  P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00105,PINK LADY 819 S/P,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
VAR-QB00143,TRANSCUTOL HP,111-90-0,No Aplicable,NO,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00041,RAPITHIX A-100 S/P, - , -, -, -, -,Warehouse1,,,,,,,,,
LUB-QB00004,ARBALON R-50 CELLULOSE LIQ, - , -, -, -, -,Warehouse1,,,,,,,,,
IFF-QB00107,SENSUAL BREEZE 873 S/P,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,
H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313,  337 + P313,  P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00147,GINGER TOUCH 917 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
IFF-QB00048,FLORAL CREAMY 275 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
,EUXYL PE 9010, - , -, -, -, -,Warehouse1,,,,,,,,,
IFF-QB00134,CLEAN SCENT 655 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317
H401, H412
","P210, P261, P272, P273, P280
P302 + P352, P333 + P313
P362 + P364, P370 + P378
P403 + P235, P501",Warehouse1,X,,,,,,,,
IFF-QB00035,WOOD WICK 122,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317
H401, H412
","P210, P261, P272, P273, P280
P302 + P352, P333 + P313
P362 + P364, P370 + P378
P403 + P235, P501",Warehouse1,X,,,,,,,,
LUB-QB00049,NOVETHIX HC 200,No Aplicable,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea.,P332+P313: En caso de irritación cutánea: Consultar a un médico.,Warehouse1,,,,,,,,,
VAR-QB00010,ACIDO OLEICO QB S/P,-,SIN PALABRA,+34 93 739 9445,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
IFF-QB00235,CITRIC LEMON FRESH,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00243,FOUGERE GREEN 3020 S/P,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
,EASY ADDICTION 186 S/P,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00275,SPORTIVO MEN 2023,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00221,BELLE FEMME 6040,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
IFF-QB00241,FEMME ROUSE 7525,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",Warehouse1,X,,,,,,,,
,GREEN TUBEROSE 432,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
KAO-QB00032,DANOX HC30, - , -, -, -, -,Warehouse1,,,,,,,,,
VAR-QB00159,SORBATO DE POTASIO, - , -, -, -, -,Warehouse1,,,,,,,,,
IFF-QB00267,SB CHERRY,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
LUB-QB00066,SILSENSE BIO5 S/P,8042-47-5 / 79-10-7,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,Warehouse1,,,,,,,,,
IFF-QB00138,DEATH BY CHOCOLATE S/P,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00141,ELDEBERRY S/P,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00145,FROSTED WHITE CITRON S/P,Mezcla,ATENCION,1 800 002 1400,"H303, H315, H317,
H319, H351, H411","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",Warehouse1,X,,X,,,,,,
IFF-QB00148,INDULGENT TOUCH 268,,ATENCION,"1 800 002 14CH303, H315    P201, P202",,,Warehouse1,,X,X,,,X,,,
IFF-QB00154,MUSK 377,,ATENCION,"1 800 002 14CH303, H315    P201, P202",,,Warehouse1,,X,X,,,X,,,
IFF-QB00057,MAJESTIC BLUE 935,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H 315, H317, H319, H361, H411, ","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
IFF-QB00058,PURPLE MYSTERY S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501
",Warehouse1,X,,,,,X,,,
IFF-QB00070,SUNSENSATION S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391 P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00157,PINEAPPLE PARADISE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391 P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00028,PRECIOUS CARE 828 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H410","P210, P261, P264, P272, P273, P280, P302 + P352,  P305 + P351 + P338, P333 + P313,  P337 + P313, P362 + P364,  P370 + P378, P391, P403 + P235, P501 ",Warehouse1,X,,,,,,,,
KAO-QB00027,TETRANYL L9-90E,"157905-74-3, 64-17-5",ATENCION,+34 93 739 9445,Líquidos y vapores inflamables.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo , neopreno. Llevar gafas o máscara de protección: Recomendado: gafas antisalpicaduras. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales  ntideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar  edidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",Warehouse1,,,,,X,,,,
LUB-QB00056,RESULOOK S/P, - , -, -, -, -,Warehouse1,,,,,,,,,
IFF-QB00239,DOW YELLOW,,ATENCION,"1 800 002 14CH303, H315    P201, P202",,,Warehouse1,,,,,,X,,,
IFF-QB00216,SPRING TIME 289,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,X,X,,,
IFF-QB00215,SPRING BREAK 290,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,X,X,,,
IFF-QB00212,PREMIUM FABRIC 701,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,X,X,,,
